Accession	Description	markers	tagm.map.allocation	tagm.map.probability	tagm.map.joint.19S.proteasome	tagm.map.joint.20S.proteasome	tagm.map.joint.40S.ribosome	tagm.map.joint.60S.ribosome	tagm.map.joint.apical.1	tagm.map.joint.apical.2	tagm.map.joint.apicoplast	tagm.map.joint.cytosol	tagm.map.joint.dense.granules	tagm.map.joint.endomembrane.vesicles	tagm.map.joint.ER	tagm.map.joint.ER.2	tagm.map.joint.Golgi	tagm.map.joint.IMC	tagm.map.joint.micronemes	tagm.map.joint.mitochondrion...membranes	tagm.map.joint.mitochondrion...soluble	tagm.map.joint.nucleolus	tagm.map.joint.nucleus...chromatin	tagm.map.joint.nucleus...non.chromatin	tagm.map.joint.PM...integral	tagm.map.joint.PM...peripheral.1	tagm.map.joint.PM...peripheral.2	tagm.map.joint.rhoptries.1	tagm.map.joint.rhoptries.2	tagm.map.joint.tubulin.cytoskeleton	tagm.map.outlier	tagm.map.loc.prob	tagm.map.allocation.pred	tagm.mcmc.allocation	tagm.mcmc.probability	tagm.mcmc.probability.lowerquantile	tagm.mcmc.probability.upperquantile	tagm.mcmc.mean.shannon	tagm.mcmc.outlier	tagm.mcmc.joint.19S.proteasome	tagm.mcmc.joint.20S.proteasome	tagm.mcmc.joint.40S.ribosome	tagm.mcmc.joint.60S.ribosome	tagm.mcmc.joint.apical.1	tagm.mcmc.joint.apical.2	tagm.mcmc.joint.apicoplast	tagm.mcmc.joint.cytosol	tagm.mcmc.joint.dense.granules	tagm.mcmc.joint.endomembrane.vesicles	tagm.mcmc.joint.ER	tagm.mcmc.joint.ER.2	tagm.mcmc.joint.Golgi	tagm.mcmc.joint.IMC	tagm.mcmc.joint.micronemes	tagm.mcmc.joint.mitochondrion...membranes	tagm.mcmc.joint.mitochondrion...soluble	tagm.mcmc.joint.nucleolus	tagm.mcmc.joint.nucleus...chromatin	tagm.mcmc.joint.nucleus...non.chromatin	tagm.mcmc.joint.PM...integral	tagm.mcmc.joint.PM...peripheral.1	tagm.mcmc.joint.PM...peripheral.2	tagm.mcmc.joint.rhoptries.1	tagm.mcmc.joint.rhoptries.2	tagm.mcmc.joint.tubulin.cytoskeleton	tagm.mcmc.loc.prob	tagm.mcmc.allocation.pred
TGME49_267560	folate-binding protein YgfZ protein	unknown	mitochondrion - soluble	0.9999999	3.554004e-10	2.92683e-10	5.85012e-10	8.152287e-10	9.825787e-10	3.344949e-10	2.697934e-09	9.845323e-09	2.628893e-09	5.435779e-10	4.703749e-09	2.50872e-10	2.136603e-09	1.713784e-09	1.066326e-09	3.97014e-09	0.9999999	6.467975e-10	9.939214e-09	7.470113e-09	2.425773e-09	1.02414e-09	6.484368e-10	1.191676e-09	1.024387e-09	1.881534e-10	6.185143e-08	0.9999999	mitochondrion - soluble	mitochondrion - soluble	1	1	1	1.421108e-11	1.571873e-09	4.559092e-38	6.691947e-41	1.402436e-34	1.576164e-41	3.101676e-30	1.579119e-27	1.064468e-76	3.679674e-91	1.001252e-22	4.791372e-28	4.240456e-57	3.702131e-34	1.132112e-47	4.77225e-55	5.30446e-57	3.029609e-24	1	4.949638e-13	2.34243e-33	6.348044e-62	9.580839e-36	8.620443e-60	1.083826e-19	7.612281e-17	6.042014e-44	1.401295e-24	1	mitochondrion - soluble
TGME49_233140	deoxyuridine 5'-triphosphate nucleotidohydrolase, putative	unknown	cytosol	1	1.436568e-11	1.183057e-11	2.364684e-11	3.295245e-11	3.971692e-11	1.352066e-11	1.090535e-10	1	1.062628e-10	2.197202e-11	1.901308e-10	1.014053e-11	8.636387e-11	6.927307e-11	4.310209e-11	1.604775e-10	1.766459e-10	2.614427e-11	4.017541e-10	3.019503e-10	9.805246e-11	4.139686e-11	2.621054e-11	4.816886e-11	4.140686e-11	7.605369e-12	2.500104e-09	1	cytosol	cytosol	1	1	1	1.060469e-07	3.250751e-11	5.561715e-09	3.197361e-18	2.367552e-42	7.408059e-57	1.549547e-84	3.007281e-44	5.904865e-121	1	2.721247e-110	1.77041e-38	1.856683e-222	4.11065e-51	6.295652e-85	1.723822e-83	1.608684e-80	1.915807e-195	1.111751e-195	1.341984e-47	6.413569e-139	2.779064e-76	3.380944e-55	1.84086e-75	1.376402e-47	5.41065e-84	7.634523e-81	1.817205e-42	1	cytosol
TGME49_254000	hypothetical protein	unknown	dense granules	1	1.507917e-10	1.241816e-10	2.482129e-10	3.458909e-10	4.168953e-10	1.419218e-10	1.144698e-09	4.177241e-09	1	2.30633e-10	1.995739e-09	1.064417e-10	9.065327e-10	7.271362e-10	4.524282e-10	1.684478e-09	1.854193e-09	2.744277e-10	4.217078e-09	3.169471e-09	1.029224e-09	4.34529e-10	2.751232e-10	5.056124e-10	4.34634e-10	7.983101e-11	2.624275e-08	0.9999999	dense granules	dense granules	1	1	1	7.275964e-10	9.753958e-09	5.873143e-38	1.521001e-40	1.326406e-29	3.024393e-31	3.715611e-16	5.884446e-15	4.725263e-39	2.726308e-67	1	2.363753e-23	4.378023e-28	4.510543e-20	5.023957e-28	1.562534e-33	2.516524e-37	9.955239e-39	4.962339e-21	4.518901e-12	3.519485e-19	1.742011e-40	8.263297e-27	5.219576e-47	2.525185e-11	4.531122e-15	2.140782e-27	7.144546e-27	1	dense granules
TGME49_260450	DEAD/DEAH box helicase domain-containing protein	unknown	apicoplast	1	6.164788e-11	5.076891e-11	1.014764e-10	1.414099e-10	1.704385e-10	5.802161e-11	1	1.707773e-09	4.560088e-10	9.428923e-11	8.159141e-10	4.351636e-11	3.70616e-10	2.972737e-10	1.849653e-10	6.88662e-10	7.580461e-10	1.121937e-10	1.72406e-09	1.295769e-09	4.207756e-10	1.776476e-10	1.124781e-10	2.067085e-10	1.776905e-10	3.263716e-11	1.072877e-08	1	apicoplast	apicoplast	1	0.9999999	1	2.483744e-07	1.703723e-09	2.000111e-35	8.251138e-42	2.384003e-34	3.889528e-33	3.512e-16	8.248067e-27	1	3.354856e-61	2.289342e-16	6.188204e-12	1.833566e-20	3.953651e-10	7.752647e-18	1.027849e-17	1.635018e-18	7.577132e-66	1.549529e-45	1.52206e-15	8.091615e-37	9.761472e-67	1.178965e-10	2.158334e-23	1.370047e-08	1.389686e-15	4.691168e-19	4.482113e-35	1	apicoplast
TGME49_267420	mago nashi family protein 2, putative	nucleus - non-chromatin	nucleus - non-chromatin	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	nucleus - non-chromatin	nucleus - non-chromatin	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	nucleus - non-chromatin
TGME49_290030	hypothetical protein	unknown	mitochondrion - membranes	1	8.523545e-16	7.019399e-16	1.403031e-15	1.955158e-15	2.356512e-15	8.02217e-16	6.470437e-15	2.361198e-14	6.304858e-15	1.303659e-15	1.128097e-14	6.016648e-16	5.124202e-15	4.110158e-15	2.557363e-15	1	1.054382e-14	1.55121e-15	2.383715e-14	1.791552e-14	5.817717e-15	2.456188e-15	1.555142e-15	2.857988e-15	2.456781e-15	4.512471e-16	1.483379e-13	1	mitochondrion - membranes	mitochondrion - membranes	1	1	1	1.461213e-08	5.950564e-15	1.502358e-58	1.865239e-46	8.339233e-44	3.366642e-51	5.169899e-40	1.967862e-37	5.675047e-87	1.934839e-146	6.587264e-29	2.925299e-40	4.692263e-58	9.937995e-40	6.579446e-59	7.662047e-63	9.552657e-59	1	6.804332e-10	4.34067e-28	2.01062e-67	5.656436e-109	1.098682e-40	2.255047e-65	2.936678e-37	7.645405e-32	1.518226e-46	1.581407e-34	1	mitochondrion - membranes
TGME49_244910	MIZ/SP-RING zinc finger domain-containing protein	unknown	nucleus - chromatin	0.9998239	1.011693e-06	8.331601e-07	1.665312e-06	2.320654e-06	2.797038e-06	9.52183e-07	7.680018e-06	2.802599e-05	7.483485e-06	1.547365e-06	1.338983e-05	7.141397e-07	6.082117e-06	4.878509e-06	3.035435e-06	1.130152e-05	1.244017e-05	1.841193e-06	0.9998522	2.126464e-05	6.905278e-06	2.915346e-06	1.845859e-06	3.392259e-06	2.91605e-06	5.356029e-07	0.0001760681	0.9996479	nucleus - chromatin	nucleus - chromatin	0.999966	0.9998797	0.9999983	0.0003691308	4.754198e-06	2.149895e-14	2.598937e-37	2.814544e-20	3.582221e-20	1.121416e-16	7.675969e-12	4.802683e-33	2.103197e-25	3.941448e-09	6.745337e-13	4.688851e-24	2.687856e-20	1.579828e-27	1.87148e-33	1.792215e-40	2.833214e-44	1.715525e-16	2.414951e-07	0.999966	6.167993e-13	7.087085e-18	7.669125e-46	3.373163e-05	1.169896e-21	2.044129e-28	6.708873e-24	0.9999613	nucleus - chromatin
TGME49_254120	autophagy-related protein 8 atg8, putative	unknown	Golgi	0.9999996	2.320043e-09	1.910626e-09	3.818941e-09	5.321789e-09	6.414245e-09	2.183573e-09	1.761203e-08	6.426997e-08	1.716134e-08	1.23613e-08	3.070593e-08	1.637685e-09	0.9999996	1.118753e-08	6.960946e-09	2.591696e-08	2.852814e-08	4.222275e-09	6.488289e-08	4.876467e-08	1.583554e-08	6.685553e-09	1.304839e-08	7.779224e-09	6.687168e-09	1.22826e-09	4.037643e-07	0.9999992	Golgi	Golgi	0.8209529	0.08449845	0.9998677	0.1331118	4.448722e-07	1.302205e-31	2.731476e-40	3.122549e-39	2.549557e-38	3.036889e-21	7.829598e-32	6.014293e-14	3.565411e-56	9.035588e-24	1.505756e-06	5.042902e-17	3.888872e-11	0.8209529	5.40711e-15	4.798546e-16	1.200984e-84	7.408085e-70	6.456962e-19	1.00559e-31	7.855545e-72	0.174203	2.440026e-11	0.004842609	1.16999e-24	1.023237e-14	7.437543e-37	0.8209526	unknown
TGME49_208740	microneme protein, putative	dense granules	dense granules	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	dense granules	dense granules	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	dense granules
TGME49_305810	hypothetical protein	unknown	endomembrane vesicles	0.9994921	1.187598e-10	9.780235e-11	1.954864e-10	2.724151e-10	3.283365e-10	1.117741e-10	9.015359e-10	3.289892e-09	8.784654e-10	0.9994921	1.571795e-09	8.383087e-11	0.0005078614	5.726746e-10	3.563213e-10	1.326654e-09	1.460317e-09	2.161325e-10	3.321267e-09	2.496197e-09	2.477922e-08	3.422243e-10	2.168054e-10	3.982079e-10	3.42307e-10	6.287294e-11	2.066814e-08	0.9994921	endomembrane vesicles	Golgi	0.9550329	0.5800822	0.9999415	0.0994173	1.014897e-08	1.78168e-36	2.429109e-41	4.328486e-42	9.464111e-44	1.382031e-22	1.74751e-31	3.862264e-21	1.661921e-67	1.824652e-37	0.001348219	6.361086e-30	1.704927e-16	0.9550329	3.79167e-10	8.890441e-14	1.232287e-94	4.429038e-87	3.505922e-27	1.235402e-66	2.565967e-112	0.04361761	7.066211e-07	5.339847e-07	1.184666e-24	8.026558e-14	1.162564e-37	0.9550329	unknown
TGME49_247770	hypothetical protein	unknown	mitochondrion - membranes	1	6.735265e-14	5.546696e-14	1.108668e-13	1.544957e-13	1.862105e-13	6.339081e-14	5.112909e-13	1.865807e-12	4.982069e-13	1.030146e-13	8.91417e-13	4.754327e-14	4.04912e-13	3.247828e-13	2.020816e-13	1	1.819599e-12	1.225759e-13	1.883601e-12	1.415676e-12	4.597133e-13	1.940868e-13	1.228866e-13	2.258369e-13	1.941337e-13	3.565733e-14	1.172159e-11	1	mitochondrion - membranes	mitochondrion - membranes	1	0.9999999	1	6.084764e-07	5.320196e-13	1.7061e-57	8.199332e-48	5.347813e-45	3.515038e-52	3.43174e-36	3.413222e-35	7.106139e-86	2.14375e-129	9.038689e-26	1.926437e-35	9.246879e-50	1.538571e-40	1.462958e-53	7.878093e-61	1.402135e-57	1	3.400164e-08	4.728171e-27	6.625127e-51	6.73369e-103	6.637917e-41	4.631046e-65	1.242598e-30	1.835769e-27	8.231252e-46	2.085636e-35	1	mitochondrion - membranes
TGME49_214575	hypothetical protein	unknown	PM - peripheral 1	0.9877816	7.79573e-12	6.420021e-12	1.283228e-11	1.788209e-11	2.155293e-11	7.337167e-12	5.917935e-11	2.159578e-10	5.766494e-11	1.199654e-11	1.03177e-10	5.502894e-12	1.400758e-10	4.148967e-11	2.338993e-11	8.708529e-11	9.58593e-11	1.418755e-11	2.180173e-10	1.638574e-10	0.01221835	0.9877816	1.422364e-11	2.613948e-11	2.246999e-11	4.127157e-12	1.356715e-09	0.9877816	unknown	PM - peripheral 1	0.612917	0.1431844	0.9792425	0.5452088	9.142624e-10	1.093483e-44	6.104799e-46	2.722199e-47	5.146223e-48	1.464229e-26	8.92383e-37	2.2555e-18	9.255454e-79	5.067542e-46	1.014523e-09	2.690075e-43	8.819015e-19	0.2288677	1.894832e-07	2.791576e-11	1.415415e-105	7.744462e-98	2.388358e-36	3.220221e-91	2.820228e-128	0.1582151	0.612917	4.657575e-08	1.731081e-29	1.011786e-15	1.102023e-41	0.612917	unknown
TGME49_205600	zinc finger, C3HC4 type (RING finger) domain-containing protein	unknown	ER	1	9.372699e-11	7.718703e-11	1.542807e-10	2.14994e-10	2.591279e-10	8.821375e-11	7.115052e-10	2.596431e-09	6.932977e-10	1.433536e-10	1	6.616054e-11	7.206248e-10	4.519631e-10	2.81214e-10	1.047014e-09	1.152503e-09	1.705749e-10	2.621192e-09	1.970035e-09	6.397305e-10	2.700884e-10	1.710072e-10	3.142714e-10	2.701537e-10	4.962024e-11	1.63116e-08	1	ER	ER	1	0.9999997	1	8.235836e-07	1.029062e-09	1.83916e-41	7.265906e-47	1.142833e-40	8.119279e-42	3.062272e-17	4.642804e-25	1.843975e-14	4.033617e-71	1.731992e-14	1.012961e-14	1	2.952537e-18	4.469553e-08	1.94449e-24	1.582714e-17	5.827063e-48	4.017261e-31	8.998008e-21	1.276382e-28	7.127077e-80	1.421141e-12	1.056963e-30	4.107077e-09	2.506309e-22	1.197078e-15	1.503941e-39	1	ER
TGME49_214610	hypothetical protein	unknown	nucleus - chromatin	0.9999717	1.625653e-07	1.338775e-07	2.67593e-07	3.728975e-07	4.494458e-07	1.530028e-07	1.234074e-06	4.503394e-06	1.202494e-06	2.486404e-07	2.151563e-06	1.147525e-07	9.773133e-07	7.839099e-07	4.877531e-07	1.816e-06	1.998965e-06	2.958546e-07	0.9999763	3.416938e-06	1.109584e-06	4.684563e-07	2.966044e-07	5.450898e-07	4.685695e-07	8.606409e-08	2.829174e-05	0.9999434	nucleus - chromatin	nucleus - chromatin	0.9999988	0.9999953	0.9999998	1.655333e-05	8.992471e-07	1.467112e-09	5.283166e-34	2.457513e-19	1.306816e-17	2.431177e-23	1.589601e-19	9.690547e-32	1.231044e-15	3.07074e-13	5.99502e-12	1.359203e-36	2.049629e-17	1.072653e-28	3.71105e-34	6.361839e-41	1.340357e-73	2.665284e-39	3.239249e-07	0.9999988	2.889846e-09	7.654363e-22	8.023095e-44	8.23977e-07	6.999895e-30	1.32662e-31	3.705254e-26	0.9999979	nucleus - chromatin
TGME49_291940	hypothetical protein	unknown	PM - integral	1	6.145705e-13	5.061176e-13	1.011623e-12	1.409722e-12	1.699109e-12	5.784201e-13	3.540664e-09	1.702487e-11	4.545972e-12	9.399736e-13	8.133884e-12	4.338165e-13	1.597452e-10	2.963863e-12	1.843928e-12	6.865303e-12	7.556996e-12	1.118465e-12	1.718723e-11	1.291758e-11	1	1.770977e-12	1.121299e-12	2.060687e-12	1.771405e-12	3.253613e-13	1.069556e-10	1	PM - integral	PM - integral	0.5004599	7.068702e-08	0.9999998	0.01785377	3.024825e-09	9.15283e-48	2.794483e-45	1.774002e-44	2.71458e-45	2.435473e-15	8.168138e-31	2.152651e-05	2.972703e-86	1.499714e-24	2.323252e-10	6.824991e-18	4.06778e-17	0.4995185	1.555134e-08	3.673227e-11	1.38111e-75	1.540903e-66	3.583537e-27	3.802837e-66	4.056476e-118	0.5004599	1.540153e-09	1.791195e-09	1.146986e-20	1.026145e-10	1.505621e-40	0.5004599	unknown
TGME49_272720	methyltransferase domain-containing protein	unknown	nucleus - chromatin	0.8442596	2.609535e-07	2.149032e-07	4.295464e-07	5.985835e-07	7.214607e-07	2.456036e-07	1.980964e-06	7.229457e-06	1.930271e-06	3.991233e-07	3.453738e-06	1.842034e-07	1.568806e-06	1.25835e-06	7.829524e-07	2.915085e-06	3.208785e-06	4.749126e-07	0.8442669	0.1557005	1.78113e-06	7.519768e-07	4.761162e-07	8.749906e-07	7.521585e-07	1.38152e-07	4.541455e-05	0.8442212	unknown	nucleus - chromatin	0.9006438	0.7744679	0.9699067	0.3098149	2.051283e-06	2.825634e-10	1.527348e-33	1.062124e-13	7.53199e-16	4.622702e-36	1.513799e-18	3.307716e-68	2.367142e-10	5.507682e-24	2.374664e-16	1.932821e-80	6.244352e-35	7.235689e-51	4.981274e-57	5.982269e-58	1.314604e-84	6.907102e-47	1.059467e-07	0.9006438	0.09935605	2.652098e-32	2.675898e-60	4.468234e-15	3.967249e-39	2.699245e-48	2.031558e-21	0.900642	unknown
TGME49_248420	hypothetical protein	PM - integral	PM - integral	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	PM - integral	PM - integral	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	PM - integral
TGME49_257740	UMP-CMP kinase	unknown	cytosol	0.9999975	1.414902e-08	1.165215e-08	2.329021e-08	3.245548e-08	3.911793e-08	1.331674e-08	1.074088e-07	0.9999979	1.046602e-07	2.164065e-08	1.872633e-07	9.987592e-09	8.506138e-08	6.822833e-08	4.245205e-08	1.580572e-07	1.739818e-07	2.574998e-08	3.95695e-07	2.973964e-07	9.657368e-08	4.077253e-08	2.581524e-08	4.74424e-08	4.078238e-08	7.490668e-09	2.462398e-06	0.9999951	cytosol	cytosol	0.9999994	0.9999978	0.9999999	9.230158e-06	1.976132e-08	6.174618e-07	2.317663e-24	5.550835e-29	5.590392e-42	1.138886e-67	2.112578e-30	2.099588e-94	0.9999994	4.089759e-69	2.303878e-28	5.669074e-169	1.509459e-42	4.181071e-71	2.794659e-71	1.511895e-71	6.456534e-151	1.452702e-125	1.430819e-16	1.348583e-36	8.332359e-43	2.998871e-46	3.108882e-68	7.98493e-19	3.746654e-67	1.671097e-67	7.444194e-36	0.9999994	cytosol
TGME49_236890	hypothetical protein	dense granules	dense granules	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	dense granules	dense granules	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	dense granules
TGME49_248850	methionine aminopeptidase	unknown	cytosol	0.8642541	0.0003411546	0.0002809512	0.0005615626	0.0007825513	0.0009431933	0.0003210871	0.00258979	0.8737048	0.002523517	0.0005217893	0.004515205	0.0002408161	0.00205096	0.001645089	0.001023584	0.003811002	0.004194968	0.0006208715	0.009540967	0.08354426	0.002328539	0.0009830882	0.0006224451	0.001143909	0.0009833257	0.0001806115	0.05937219	0.8129414	unknown	cytosol	0.7862597	0.4692488	0.9357218	0.6125712	0.003967233	0.03834273	3.816302e-24	1.175523e-10	2.47051e-23	4.126452e-51	1.85164e-21	6.890618e-73	0.7862597	7.438823e-46	1.65133e-18	1.203054e-129	1.19772e-36	3.384434e-59	6.109185e-61	1.689253e-62	5.787922e-123	5.432392e-90	6.262671e-06	0.0155004	0.1598909	1.742526e-36	2.270875e-60	1.800254e-09	1.674778e-53	1.960585e-55	1.916998e-26	0.7831404	unknown
TGME49_255980	hypothetical protein	unknown	ER	1	2.097962e-12	1.727736e-12	3.453381e-12	4.812372e-12	5.800255e-12	1.974555e-12	1.592616e-11	5.811787e-11	1.551861e-11	3.208792e-12	1	1.480921e-12	1.518056e-11	1.011663e-11	6.294624e-12	2.343611e-11	2.579735e-11	3.818107e-12	5.867212e-11	4.409678e-11	1.431957e-11	6.045593e-12	3.827784e-12	7.034575e-12	6.047053e-12	1.110687e-12	3.651149e-10	1	ER	ER	1	1	1	7.024794e-08	3.560639e-11	1.096781e-48	1.538452e-48	2.227463e-44	1.374598e-45	2.330418e-18	2.230282e-27	3.254449e-13	2.413563e-82	3.539985e-16	2.879237e-18	1	4.868376e-19	3.421227e-09	3.845264e-24	4.286789e-15	1.040659e-49	4.093843e-35	2.962138e-24	1.637559e-37	7.246838e-93	7.353842e-14	1.736704e-30	2.139346e-10	4.147149e-22	7.003948e-18	9.722563e-42	1	ER
TGME49_285200	cleavage and polyadenylation specifity factor protein	unknown	nucleus - non-chromatin	0.9997255	1.48383e-06	1.221979e-06	2.442482e-06	3.403657e-06	4.10236e-06	1.396548e-06	1.126413e-05	4.110516e-05	1.097588e-05	2.269489e-06	1.96386e-05	1.047415e-06	8.920521e-06	7.155213e-06	4.452013e-06	1.657571e-05	1.824575e-05	2.700441e-06	5.77849e-05	0.9997567	1.012783e-05	4.27588e-06	2.707285e-06	4.975359e-06	4.276913e-06	7.855582e-07	0.0002582356	0.9994673	nucleus - non-chromatin	nucleus - non-chromatin	0.999746	0.9989989	0.9999674	0.002252495	6.468073e-06	1.163688e-18	1.326499e-32	8.914015e-08	6.896732e-09	5.003065e-43	7.409407e-18	1.015678e-67	4.504106e-26	5.815072e-27	1.401556e-24	1.330226e-97	9.434959e-36	1.745501e-58	5.805716e-59	1.254918e-60	4.409916e-106	6.891447e-71	8.100045e-08	0.0002537974	0.999746	1.018484e-33	5.666885e-62	5.503402e-18	1.921815e-44	3.392661e-53	8.45804e-21	0.9997396	nucleus - non-chromatin
TGME49_275990	hypothetical protein	unknown	nucleus - non-chromatin	0.9261787	3.696882e-06	3.044495e-06	6.085306e-06	8.480025e-06	1.02208e-05	3.479422e-06	2.806396e-05	0.0001268673	2.73458e-05	5.654308e-06	4.892849e-05	2.609576e-06	2.222499e-05	1.782682e-05	1.109195e-05	4.129748e-05	4.545828e-05	6.728e-06	0.07325689	0.9262564	2.523294e-05	1.065312e-05	6.745053e-06	1.239583e-05	1.065569e-05	1.957175e-06	0.0006433798	0.9255828	unknown	nucleus - chromatin	0.5063443	0.2210725	0.7795452	0.6516593	9.681301e-05	1.294935e-05	3.474692e-28	1.184589e-05	1.651217e-12	1.092157e-40	2.704174e-18	3.642285e-66	0.0002353593	1.556897e-31	2.056754e-14	1.346293e-101	4.253807e-33	6.134273e-53	8.767584e-56	5.617483e-58	4.16407e-105	3.466613e-69	3.529932e-05	0.5063443	0.4933602	3.833574e-31	9.623169e-57	1.102247e-10	5.296939e-45	3.209277e-49	4.465881e-22	0.5062953	unknown
TGME49_249870	hypothetical protein	unknown	nucleus - chromatin	0.997844	1.107898e-05	9.123878e-06	1.823672e-05	2.541332e-05	3.063016e-05	1.042729e-05	8.410333e-05	0.0005347629	8.195111e-05	1.694508e-05	0.0001466311	7.820494e-06	6.660484e-05	5.342421e-05	3.324084e-05	0.0001237621	0.0001362314	2.016277e-05	0.9981539	0.0002328676	7.561921e-05	3.192575e-05	2.021388e-05	3.714839e-05	3.193346e-05	5.86535e-06	0.001928109	0.9959201	nucleus - chromatin	nucleus - chromatin	0.9998383	0.9995172	0.9999615	0.001637232	4.258888e-05	2.529747e-06	8.481e-34	1.331391e-20	3.722953e-21	1.614477e-34	1.149475e-18	7.90162e-48	9.493889e-05	4.474583e-24	1.222243e-12	1.298006e-64	1.042788e-22	2.236664e-34	2.426206e-48	9.423139e-51	3.038087e-91	6.483605e-55	6.714511e-09	0.9998383	1.367118e-11	3.400086e-24	1.979206e-47	6.423117e-05	1.115836e-39	3.688882e-40	1.512699e-28	0.9997957	nucleus - chromatin
TGME49_216810	5'-nucleotidase, C-terminal domain-containing protein	unknown	cytosol	0.9999993	3.982165e-09	3.279434e-09	6.554902e-09	9.134418e-09	1.100953e-08	3.747925e-09	3.022962e-08	0.9999994	2.945604e-08	6.090644e-09	5.270424e-08	2.810953e-09	2.394006e-08	1.920249e-08	1.19479e-08	4.448435e-08	4.896624e-08	7.247192e-09	1.113662e-07	8.37006e-08	2.718014e-08	1.147521e-08	7.26556e-09	1.335241e-08	1.147798e-08	2.108208e-09	6.930286e-07	0.9999986	cytosol	cytosol	0.9999207	0.9996775	0.9999925	0.0007944632	8.786596e-09	7.929639e-05	1.46573e-27	5.594687e-32	3.260474e-41	4.776362e-61	4.283811e-23	2.514441e-72	0.9999207	1.244487e-63	4.515081e-22	8.403341e-148	1.514491e-33	2.349021e-58	2.702662e-61	2.086388e-62	7.313079e-151	1.433486e-128	1.377441e-15	2.094473e-42	3.447716e-40	4.703988e-39	1.449585e-55	5.996321e-12	1.910742e-60	1.359256e-59	4.707199e-35	0.9999207	cytosol
TGME49_278960	hypothetical protein	unknown	ER	1	1.987163e-13	1.636489e-13	3.270999e-13	4.558217e-13	5.493928e-13	1.870273e-13	1.508505e-12	5.50485e-12	1.469902e-12	3.039326e-13	1	1.40271e-13	1.194647e-12	9.582344e-13	5.962188e-13	2.219839e-12	2.443492e-12	3.616462e-13	5.557348e-12	4.176791e-12	1.356331e-12	5.726308e-13	3.625628e-13	6.663059e-13	5.727691e-13	1.052029e-13	3.458321e-11	1	ER	ER	1	1	1	3.226498e-09	3.243464e-12	2.367821e-51	2.438854e-49	2.596774e-44	1.722535e-46	5.871104e-19	1.835167e-27	2.742504e-16	3.869782e-87	6.088607e-17	3.391885e-20	1	1.200435e-19	5.501253e-12	5.837503e-27	9.148786e-18	8.012386e-43	7.042155e-31	4.232561e-25	1.79541e-40	4.339776e-97	1.138012e-16	4.521786e-35	1.317633e-10	8.646113e-25	3.766242e-20	1.137384e-41	1	ER
TGME49_236070	pyrroline-5-carboxylate reductase	unknown	nucleus - chromatin	5.702901e-08	0.005746033	0.004732033	0.009458342	0.01318043	0.01588611	0.005408038	0.04361958	0.159177	0.04250335	0.008788445	0.07604915	0.004056042	0.03454412	0.02770808	0.01724012	0.06418833	0.07065543	0.01045728	0.160695	0.1207751	0.03921936	0.01655806	0.01048378	0.01926674	0.01656206	0.003042021	0.9999999	3.331446e-15	unknown	PM - peripheral 2	0.9997992	0.9991752	0.9999643	0.001924417	7.879391e-05	9.767415e-06	1.580671e-28	7.203496e-19	2.517627e-16	8.35808e-30	4.092448e-11	8.867488e-26	1.586427e-11	3.298766e-30	4.023745e-11	1.076165e-71	9.186451e-16	4.973179e-27	7.097081e-36	5.924358e-39	6.100773e-89	3.538895e-49	0.0001324524	5.840691e-05	1.309402e-07	4.066181e-20	4.968783e-41	0.9997992	8.222095e-35	2.499413e-33	1.101432e-23	0.9997205	PM - peripheral 2
TGME49_244390	coatomer epsilon subunit protein	unknown	cytosol	0.9974283	1.476778e-05	1.216172e-05	2.430873e-05	3.387482e-05	4.082863e-05	1.389911e-05	0.000112106	0.9978374	0.0001092372	2.258704e-05	0.0001954527	1.042437e-05	8.878127e-05	7.121208e-05	4.430855e-05	0.0001649694	0.0001815904	2.687607e-05	0.0004129995	0.0003119999	0.000100797	4.255559e-05	2.694419e-05	4.951714e-05	4.256587e-05	7.818249e-06	0.002570083	0.9948648	cytosol	cytosol	0.9503253	0.6434422	0.9995163	0.1482347	0.003250866	0.04692488	2.295952e-23	1.757923e-08	5.039555e-22	2.636649e-51	2.735609e-25	2.871323e-82	0.9503253	1.709855e-40	9.664118e-23	3.329793e-138	1.810247e-36	7.342031e-64	3.98197e-60	1.891385e-63	4.094977e-123	4.827347e-90	0.001066514	0.001459755	0.0002235297	2.496217e-35	4.52085e-61	5.443941e-13	1.697116e-54	3.062534e-56	2.385556e-23	0.9472359	unknown
